Topics;"1";"2";"3";"4";"5";"6";"7";"8";"9";"10";"11";"12";"13";"14";"15";"16";"17";"18";"19";"20";"21";"22";"23";"24";"25";"26";"27";"28";"29";"30";"31";"32";"33";"34";"35";"36";"37";"38";"39";"40";"41";"42";"43";"44";"45";"46";"47";"48";"49";"50";"51";"52";"53";"54";"55";"56";"57";"58";"59";"60";"61";"62";"63";"64";"65";"66";"67";"68";"69";"70";"71";"72";"73";"74";"75";"76";"77";"78";"79";"80";"81";"82";"83";"84";"85";"86";"87";"88";"89";"90";"91";"92";"93";"94";"95";"96";"97";"98";"99";"100";
"alpha";"0,05251986";"0,074479488";"0,08121873";"0,070330177";"0,079943389";"0,091480975";"0,054198137";"0,0366449";"0,029586903";"0,020917081";"0,025174443";"0,033721456";"0,030173267";"0,0282269";"0,016393133";"0,031311736";"0,029589815";"0,018011042";"0,019455516";"0,040187391";"0,036809483";"0,019716729";"0,031553127";"0,030748409";"0,026941893";"0,022295744";"0,022174906";"0,016499215";"0,029830509";"0,023734437";"0,02344324";"0,016694615";"0,022237144";"0,029368902";"0,028108806";"0,021589571";"0,028606803";"0,016295598";"0,019303172";"0,027499533";"0,04259923";"0,041852706";"0,018927189";"0,035474314";"0,015087382";"0,023764949";"0,029277513";"0,029297429";"0,027301866";"0,052831911";"0,02028058";"0,031194881";"0,019975796";"0,023610378";"0,047375311";"0,019921277";"0,011180069";"0,026899557";"0,02766564";"0,027649732";"0,050675836";"0,044330045";"0,025818388";"0,022480971";"0,025440069";"0,018633946";"0,04266559";"0,01469795";"0,029999369";"0,032565232";"0,037231909";"0,012665669";"0,029637588";"0,0099335177";"0,031180501";"0,030065249";"0,019125503";"0,016728352";"0,004627384";"0,026042148";"0,024339098";"0,013674335";"0,042907098";"0,02506396";"0,044668317";"0,025552727";"0,012791872";"0,010223086";"0,030774041";"0,020640676";"0,020130082";"0,01539643";"0,035277493";"0,016492427";"0,029219053";"0,013300208";"0,016021795";"0,032743611";"0,031699585";"0,01162551";
